,Absences,GPA,Activity,age,education,occupation,sex,income
24327,,,,48.0,Assoc-voc,Exec-managerial,Female,>50K
24328,,,,52.0,7th-8th,Other-service,Female,<=50K
24329,,,,61.0,Prof-school,Prof-specialty,Male,>50K
24330,,,,45.0,Bachelors,Exec-managerial,Male,>50K
24331,,,,29.0,9th,Machine-op-inspct,Male,<=50K
24332,,,,41.0,Some-college,Other-service,Male,<=50K
24333,,,,38.0,Some-college,Exec-managerial,Male,<=50K
24334,,,,32.0,Some-college,Prof-specialty,Female,>50K
24335,,,,37.0,HS-grad,Other-service,Male,<=50K
24336,,,,55.0,10th,Machine-op-inspct,Male,<=50K
24337,,,,62.0,HS-grad,Transport-moving,Male,<=50K
24338,,,,48.0,HS-grad,Machine-op-inspct,Male,<=50K
24339,,,,43.0,Some-college,Exec-managerial,Male,>50K
24340,,,,25.0,HS-grad,Sales,Male,<=50K
24341,,,,47.0,HS-grad,Other-service,Female,<=50K
24342,,,,49.0,Bachelors,Farming-fishing,Male,<=50K
24343,,,,55.0,HS-grad,Other-service,Male,<=50K
24344,,,,42.0,HS-grad,Adm-clerical,Female,<=50K
24345,,,,40.0,HS-grad,Adm-clerical,Male,<=50K
24346,,,,34.0,Assoc-voc,Exec-managerial,Male,<=50K
24347,,,,38.0,HS-grad,Sales,Female,<=50K
24348,,,,39.0,HS-grad,Craft-repair,Male,>50K
24349,,,,45.0,Assoc-acdm,Craft-repair,Female,<=50K
24350,,,,43.0,Assoc-acdm,Sales,Male,<=50K
24351,,,,32.0,HS-grad,Exec-managerial,Female,<=50K
24352,,,,18.0,Some-college,Other-service,Female,<=50K
24353,,,,27.0,Masters,Prof-specialty,Male,<=50K
24354,,,,57.0,Assoc-acdm,Tech-support,Female,<=50K
24355,,,,38.0,HS-grad,Adm-clerical,Female,<=50K
24356,,,,67.0,Bachelors,Prof-specialty,Male,>50K
24357,,,,26.0,11th,Other-service,Female,<=50K
24358,,,,21.0,HS-grad,Machine-op-inspct,Male,<=50K
24359,,,,17.0,10th,Other-service,Male,<=50K
24360,,,,31.0,HS-grad,Craft-repair,Male,<=50K
24361,,,,51.0,Assoc-acdm,Sales,Male,<=50K
24362,,,,29.0,Bachelors,Exec-managerial,Male,>50K
24363,,,,28.0,Bachelors,Craft-repair,Male,>50K
24364,,,,32.0,Assoc-acdm,Prof-specialty,Male,>50K
24365,,,,31.0,Some-college,Protective-serv,Male,<=50K
24366,,,,26.0,Some-college,Handlers-cleaners,Male,>50K
24367,,,,28.0,Bachelors,Prof-specialty,Female,<=50K
24368,,,,40.0,Masters,Prof-specialty,Female,<=50K
24369,,,,51.0,7th-8th,Handlers-cleaners,Male,<=50K
24370,,,,62.0,Some-college,Transport-moving,Male,<=50K
24371,,,,54.0,10th,Machine-op-inspct,Male,<=50K
24372,,,,55.0,HS-grad,Other-service,Female,<=50K
24373,,,,24.0,HS-grad,Handlers-cleaners,Male,<=50K
24374,,,,27.0,Masters,Adm-clerical,Male,<=50K
24375,,,,18.0,HS-grad,Transport-moving,Male,<=50K
24376,,,,22.0,Bachelors,Prof-specialty,Female,>50K
24377,,,,21.0,HS-grad,Sales,Female,<=50K
24378,,,,44.0,Some-college,Sales,Male,>50K
24380,,,,38.0,Bachelors,Prof-specialty,Male,>50K
24381,,,,39.0,Bachelors,Prof-specialty,Male,>50K
24382,,,,27.0,HS-grad,Craft-repair,Male,<=50K
24383,,,,35.0,11th,Craft-repair,Male,<=50K
24384,,,,51.0,Some-college,Craft-repair,Male,>50K
24385,,,,60.0,Some-college,Other-service,Male,<=50K
24387,,,,38.0,HS-grad,Machine-op-inspct,Male,<=50K
24388,,,,37.0,Some-college,Handlers-cleaners,Male,<=50K
24389,,,,43.0,Some-college,Adm-clerical,Female,<=50K
24390,,,,49.0,Some-college,Adm-clerical,Female,<=50K
24391,,,,17.0,10th,Other-service,Female,<=50K
24392,,,,32.0,HS-grad,Other-service,Male,<=50K
24393,,,,23.0,Bachelors,Prof-specialty,Female,<=50K
24394,,,,28.0,Bachelors,Prof-specialty,Male,>50K
24395,,,,83.0,Bachelors,Exec-managerial,Male,>50K
24396,,,,25.0,Bachelors,Adm-clerical,Female,<=50K
24397,,,,42.0,Bachelors,Exec-managerial,Male,<=50K
24398,,,,46.0,11th,Other-service,Male,<=50K
24399,,,,29.0,Bachelors,Prof-specialty,Female,<=50K
24400,,,,44.0,Masters,Exec-managerial,Male,>50K
24401,,,,60.0,Prof-school,Sales,Male,>50K
24402,,,,30.0,Assoc-voc,Protective-serv,Female,<=50K
24403,,,,24.0,Some-college,Sales,Female,<=50K
24404,,,,17.0,10th,Other-service,Female,<=50K
24406,,,,31.0,Assoc-acdm,Tech-support,Female,<=50K
24407,,,,52.0,Some-college,Craft-repair,Male,>50K
24408,,,,39.0,Bachelors,Exec-managerial,Female,<=50K
24409,,,,73.0,Bachelors,Sales,Male,>50K
24410,,,,38.0,HS-grad,Other-service,Female,<=50K
24411,,,,48.0,HS-grad,Other-service,Female,<=50K
24412,,,,60.0,10th,Sales,Female,<=50K
24413,,,,26.0,HS-grad,Transport-moving,Male,<=50K
24414,,,,20.0,HS-grad,Other-service,Male,<=50K
24415,,,,54.0,Doctorate,Exec-managerial,Female,>50K
24416,,,,50.0,HS-grad,Other-service,Male,<=50K
24417,,,,20.0,Some-college,Adm-clerical,Female,<=50K
24418,,,,23.0,Some-college,Adm-clerical,Male,<=50K
24419,,,,35.0,Assoc-voc,Craft-repair,Male,>50K
24420,,,,43.0,10th,Machine-op-inspct,Male,<=50K
24421,,,,50.0,HS-grad,Adm-clerical,Male,<=50K
24422,,,,58.0,1st-4th,Farming-fishing,Male,<=50K
24423,,,,55.0,Assoc-acdm,Adm-clerical,Male,<=50K
24424,,,,29.0,Bachelors,Exec-managerial,Male,>50K
24425,,,,47.0,Some-college,Machine-op-inspct,Female,<=50K
24426,,,,39.0,HS-grad,Prof-specialty,Female,<=50K
24427,,,,63.0,HS-grad,Adm-clerical,Female,>50K
24428,,,,27.0,HS-grad,Transport-moving,Male,<=50K
24430,,,,38.0,Some-college,Exec-managerial,Female,<=50K
24431,,,,25.0,HS-grad,Handlers-cleaners,Male,<=50K
24432,,,,31.0,HS-grad,Other-service,Male,<=50K
24433,,,,40.0,Some-college,Adm-clerical,Female,<=50K
24434,,,,42.0,Doctorate,Prof-specialty,Male,<=50K
24435,,,,52.0,HS-grad,Sales,Male,>50K
24436,,,,46.0,Bachelors,Adm-clerical,Male,>50K
24437,,,,31.0,Some-college,Other-service,Female,<=50K
24438,,,,33.0,HS-grad,Other-service,Female,<=50K
24439,,,,58.0,HS-grad,Adm-clerical,Female,<=50K
24440,,,,52.0,HS-grad,Tech-support,Male,>50K
24441,,,,25.0,Bachelors,Exec-managerial,Male,>50K
24442,,,,54.0,Bachelors,Sales,Male,>50K
24443,,,,46.0,Masters,Adm-clerical,Male,<=50K
24444,,,,28.0,HS-grad,Craft-repair,Male,<=50K
24445,,,,24.0,7th-8th,Craft-repair,Male,<=50K
24446,,,,39.0,Bachelors,Exec-managerial,Female,<=50K
24447,,,,60.0,Some-college,Tech-support,Male,<=50K
24448,,,,22.0,HS-grad,Other-service,Female,<=50K
24449,,,,27.0,Bachelors,Exec-managerial,Female,<=50K
24450,,,,35.0,Bachelors,Sales,Male,>50K
24451,,,,47.0,Bachelors,Prof-specialty,Male,<=50K
24452,,,,33.0,Bachelors,Prof-specialty,Female,>50K
24453,,,,40.0,Bachelors,Exec-managerial,Male,>50K
24454,,,,38.0,Bachelors,Exec-managerial,Male,>50K
24455,,,,26.0,Assoc-acdm,Craft-repair,Female,<=50K
24456,,,,54.0,Bachelors,Sales,Male,>50K
24457,,,,39.0,Bachelors,Machine-op-inspct,Male,<=50K
24458,,,,60.0,7th-8th,Machine-op-inspct,Male,<=50K
24459,,,,32.0,Masters,Exec-managerial,Female,<=50K
24460,,,,19.0,Some-college,Adm-clerical,Female,<=50K
24462,,,,31.0,11th,Adm-clerical,Female,<=50K
24463,,,,29.0,HS-grad,Sales,Female,<=50K
24464,,,,39.0,HS-grad,Sales,Female,<=50K
24465,,,,42.0,Masters,Sales,Male,>50K
24466,,,,26.0,HS-grad,Other-service,Female,<=50K
24467,,,,27.0,Assoc-voc,Exec-managerial,Male,<=50K
24468,,,,52.0,9th,Adm-clerical,Female,<=50K
24469,,,,50.0,Some-college,Other-service,Female,<=50K
24470,,,,51.0,HS-grad,Machine-op-inspct,Male,>50K
24471,,,,51.0,HS-grad,Adm-clerical,Male,>50K
24472,,,,40.0,HS-grad,Sales,Male,>50K
24473,,,,61.0,7th-8th,Farming-fishing,Male,<=50K
24474,,,,35.0,HS-grad,Craft-repair,Male,<=50K
24476,,,,31.0,Masters,Exec-managerial,Male,>50K
24477,,,,43.0,HS-grad,Craft-repair,Male,>50K
24478,,,,20.0,HS-grad,Handlers-cleaners,Male,<=50K
24479,,,,35.0,Some-college,Craft-repair,Male,<=50K
24480,,,,30.0,Some-college,Sales,Male,<=50K
24481,,,,42.0,Prof-school,Prof-specialty,Male,>50K
24482,,,,51.0,HS-grad,Handlers-cleaners,Male,>50K
24483,,,,39.0,Masters,Exec-managerial,Male,>50K
24484,,,,69.0,9th,Farming-fishing,Male,<=50K
24486,,,,29.0,Some-college,Adm-clerical,Female,<=50K
24487,,,,21.0,Some-college,Sales,Male,<=50K
24488,,,,24.0,Bachelors,Tech-support,Male,<=50K
24489,,,,55.0,HS-grad,Other-service,Male,<=50K
24490,,,,42.0,HS-grad,Craft-repair,Male,<=50K
24491,,,,48.0,11th,Other-service,Female,<=50K
24492,,,,31.0,Bachelors,Tech-support,Female,<=50K
24493,,,,52.0,Assoc-voc,Exec-managerial,Male,>50K
24494,,,,30.0,Some-college,Other-service,Female,<=50K
24495,,,,29.0,HS-grad,Craft-repair,Male,<=50K
24496,,,,32.0,Some-college,Handlers-cleaners,Male,<=50K
24497,,,,47.0,Some-college,Prof-specialty,Male,>50K
24498,,,,56.0,9th,Craft-repair,Male,<=50K
24499,,,,40.0,Some-college,Transport-moving,Male,<=50K
24500,,,,20.0,Some-college,Prof-specialty,Female,<=50K
24501,,,,36.0,Some-college,Craft-repair,Male,<=50K
24502,,,,45.0,Bachelors,Prof-specialty,Male,<=50K
24503,,,,38.0,9th,Adm-clerical,Male,<=50K
24504,,,,60.0,Prof-school,Prof-specialty,Male,>50K
24505,,,,70.0,Masters,Exec-managerial,Male,<=50K
24506,,,,21.0,Some-college,Other-service,Female,<=50K
24507,,,,57.0,HS-grad,Adm-clerical,Female,<=50K
24508,,,,33.0,HS-grad,Machine-op-inspct,Male,<=50K
24509,,,,37.0,HS-grad,Craft-repair,Male,<=50K
24510,,,,50.0,Prof-school,Exec-managerial,Male,>50K
24511,,,,68.0,Some-college,Sales,Male,>50K
24512,,,,28.0,11th,Adm-clerical,Female,<=50K
24513,,,,32.0,Some-college,Craft-repair,Male,<=50K
24514,,,,30.0,Prof-school,Prof-specialty,Male,>50K
24515,,,,18.0,11th,Handlers-cleaners,Male,<=50K
24516,,,,45.0,Some-college,Prof-specialty,Female,<=50K
24517,,,,22.0,HS-grad,Adm-clerical,Female,<=50K
24518,,,,38.0,Bachelors,Machine-op-inspct,Female,<=50K
24519,,,,37.0,Assoc-voc,Prof-specialty,Female,<=50K
24520,,,,23.0,Bachelors,Farming-fishing,Male,<=50K
24521,,,,59.0,7th-8th,Craft-repair,Male,<=50K
24522,,,,48.0,Prof-school,Prof-specialty,Male,>50K
24523,,,,53.0,Some-college,Exec-managerial,Male,>50K
24524,,,,18.0,HS-grad,Adm-clerical,Male,<=50K
24525,,,,30.0,Bachelors,Sales,Female,<=50K
24526,,,,50.0,Some-college,Sales,Male,>50K
24528,,,,38.0,HS-grad,Craft-repair,Male,<=50K
24529,,,,48.0,9th,Sales,Female,<=50K
24530,,,,60.0,HS-grad,Craft-repair,Male,<=50K
24531,,,,46.0,HS-grad,Handlers-cleaners,Female,<=50K
24533,,,,39.0,Bachelors,Sales,Male,>50K
24534,,,,55.0,Some-college,Prof-specialty,Male,>50K
24535,,,,17.0,11th,Sales,Male,<=50K
24536,,,,46.0,Bachelors,Sales,Male,>50K
24537,,,,50.0,HS-grad,Sales,Female,<=50K
24538,,,,32.0,Bachelors,Protective-serv,Male,<=50K
24539,,,,18.0,HS-grad,Other-service,Female,<=50K
24540,,,,34.0,HS-grad,Other-service,Male,<=50K
24541,,,,50.0,Bachelors,Prof-specialty,Male,>50K
24542,,,,32.0,11th,Exec-managerial,Male,<=50K
24543,,,,23.0,Bachelors,Prof-specialty,Female,<=50K
24544,,,,26.0,Bachelors,Prof-specialty,Male,<=50K
24545,,,,46.0,Assoc-acdm,Prof-specialty,Female,<=50K
24546,,,,43.0,Some-college,Sales,Male,<=50K
24547,,,,32.0,HS-grad,Transport-moving,Male,>50K
24548,,,,37.0,Assoc-acdm,Prof-specialty,Female,<=50K
24549,,,,48.0,Some-college,Transport-moving,Male,>50K
24550,,,,28.0,Bachelors,Adm-clerical,Male,<=50K
24551,,,,43.0,HS-grad,Machine-op-inspct,Male,<=50K
24552,,,,51.0,10th,Other-service,Female,<=50K
24553,,,,30.0,HS-grad,Machine-op-inspct,Male,<=50K
24554,,,,34.0,Masters,Prof-specialty,Male,>50K
24555,,,,34.0,HS-grad,Craft-repair,Male,<=50K
24556,,,,41.0,Bachelors,Exec-managerial,Male,>50K
24557,,,,53.0,10th,Adm-clerical,Female,<=50K
24558,,,,42.0,Preschool,Craft-repair,Male,<=50K
24559,,,,18.0,HS-grad,Other-service,Female,<=50K
24560,,,,81.0,Bachelors,Sales,Male,>50K
24561,,,,40.0,Assoc-voc,Prof-specialty,Male,<=50K
24562,,,,26.0,Bachelors,Tech-support,Female,<=50K
24563,,,,20.0,Some-college,Tech-support,Female,<=50K
24564,,,,41.0,HS-grad,Sales,Female,<=50K
24565,,,,49.0,Masters,Prof-specialty,Male,>50K
24566,,,,22.0,Some-college,Other-service,Female,<=50K
24567,,,,46.0,Bachelors,Prof-specialty,Male,>50K
24568,,,,56.0,Some-college,Exec-managerial,Female,<=50K
24569,,,,35.0,HS-grad,Exec-managerial,Female,>50K
24570,,,,34.0,Bachelors,Exec-managerial,Female,<=50K
24571,,,,29.0,Masters,Prof-specialty,Female,>50K
24572,,,,28.0,12th,Prof-specialty,Male,<=50K
24573,,,,35.0,Bachelors,Other-service,Male,<=50K
24574,,,,29.0,Some-college,Exec-managerial,Male,<=50K
24575,,,,21.0,Some-college,Adm-clerical,Female,<=50K
24576,,,,52.0,Some-college,Exec-managerial,Male,>50K
24577,,,,45.0,HS-grad,Craft-repair,Male,<=50K
24578,,,,43.0,HS-grad,Craft-repair,Male,<=50K
24581,,,,35.0,10th,Other-service,Male,<=50K
24582,,,,30.0,HS-grad,Adm-clerical,Male,<=50K
24583,,,,45.0,HS-grad,Machine-op-inspct,Female,<=50K
24584,,,,29.0,Some-college,Other-service,Female,<=50K
24585,,,,29.0,10th,Other-service,Female,<=50K
24586,,,,33.0,Bachelors,Exec-managerial,Female,<=50K
24587,,,,17.0,10th,Other-service,Male,<=50K
24588,,,,52.0,HS-grad,Sales,Female,<=50K
24589,,,,24.0,Some-college,Adm-clerical,Female,<=50K
24590,,,,32.0,HS-grad,Transport-moving,Male,>50K
24591,,,,40.0,Bachelors,Exec-managerial,Female,<=50K
24592,,,,32.0,HS-grad,Exec-managerial,Male,<=50K
24593,,,,33.0,Bachelors,Sales,Female,<=50K
24594,,,,30.0,7th-8th,Craft-repair,Male,<=50K
24595,,,,28.0,HS-grad,Adm-clerical,Male,<=50K
24596,,,,62.0,Assoc-acdm,Farming-fishing,Male,<=50K
24597,,,,46.0,Bachelors,Protective-serv,Male,>50K
24598,,,,32.0,Assoc-voc,Tech-support,Female,<=50K
24599,,,,26.0,HS-grad,Craft-repair,Male,>50K
24600,,,,41.0,Bachelors,Prof-specialty,Male,>50K
24601,,,,57.0,Some-college,Adm-clerical,Male,>50K
24602,,,,52.0,Some-college,Sales,Male,>50K
24603,,,,35.0,Bachelors,Exec-managerial,Male,>50K
24604,,,,19.0,HS-grad,Handlers-cleaners,Male,<=50K
24605,,,,49.0,Bachelors,Exec-managerial,Male,>50K
24606,,,,47.0,Assoc-voc,Craft-repair,Male,>50K
24607,,,,38.0,11th,Adm-clerical,Female,<=50K
24608,,,,30.0,HS-grad,Machine-op-inspct,Male,<=50K
24609,,,,32.0,11th,Handlers-cleaners,Male,<=50K
24610,,,,32.0,HS-grad,Exec-managerial,Female,>50K
24611,,,,46.0,Assoc-voc,Exec-managerial,Female,<=50K
24612,,,,22.0,HS-grad,Farming-fishing,Male,<=50K
24613,,,,47.0,Some-college,Protective-serv,Male,<=50K
24614,,,,57.0,Some-college,Sales,Female,>50K
24615,,,,47.0,Some-college,Adm-clerical,Female,<=50K
24616,,,,41.0,Bachelors,Prof-specialty,Male,>50K
24617,,,,36.0,HS-grad,Transport-moving,Male,<=50K
24618,,,,32.0,Bachelors,Farming-fishing,Male,<=50K
24619,,,,37.0,11th,Other-service,Male,<=50K
24620,,,,36.0,HS-grad,Farming-fishing,Male,<=50K
24621,,,,64.0,HS-grad,Craft-repair,Male,<=50K
24622,,,,17.0,10th,Other-service,Male,<=50K
24623,,,,23.0,Some-college,Adm-clerical,Female,<=50K
24624,,,,40.0,Some-college,Adm-clerical,Female,<=50K
24625,,,,42.0,Bachelors,Exec-managerial,Male,>50K
24626,,,,37.0,HS-grad,Other-service,Male,<=50K
24627,,,,35.0,Some-college,Handlers-cleaners,Female,<=50K
24628,,,,56.0,HS-grad,Other-service,Male,<=50K
24629,,,,52.0,Bachelors,Craft-repair,Male,<=50K
24630,,,,37.0,Bachelors,Tech-support,Male,>50K
24631,,,,48.0,Doctorate,Prof-specialty,Male,>50K
24632,,,,24.0,HS-grad,Other-service,Female,<=50K
24633,,,,33.0,Assoc-voc,Craft-repair,Male,<=50K
24634,,,,39.0,Assoc-voc,Tech-support,Male,<=50K
24635,,,,34.0,HS-grad,Adm-clerical,Male,<=50K
24637,,,,23.0,Some-college,Exec-managerial,Male,<=50K
24638,,,,49.0,HS-grad,Sales,Male,>50K
24639,,,,18.0,HS-grad,Other-service,Male,<=50K
24640,,,,20.0,12th,Machine-op-inspct,Male,<=50K
24641,,,,54.0,Masters,Sales,Male,>50K
24642,,,,19.0,Some-college,Adm-clerical,Male,<=50K
24643,,,,53.0,HS-grad,Craft-repair,Male,>50K
24645,,,,28.0,HS-grad,Craft-repair,Male,<=50K
24646,,,,35.0,HS-grad,Machine-op-inspct,Male,<=50K
24647,,,,20.0,Some-college,Sales,Female,<=50K
24648,,,,31.0,Some-college,Adm-clerical,Female,<=50K
24649,,,,37.0,Doctorate,Prof-specialty,Female,<=50K
24650,,,,64.0,12th,Craft-repair,Male,<=50K
24651,,,,42.0,Some-college,Tech-support,Male,>50K
24652,,,,27.0,Some-college,Sales,Male,<=50K
24653,,,,36.0,Some-college,Other-service,Female,<=50K
24654,,,,36.0,Some-college,Craft-repair,Male,>50K
24655,,,,23.0,HS-grad,Handlers-cleaners,Male,<=50K
24656,,,,46.0,HS-grad,Craft-repair,Male,<=50K
24657,,,,24.0,11th,Craft-repair,Male,<=50K
24658,,,,22.0,HS-grad,Adm-clerical,Female,<=50K
24659,,,,62.0,Bachelors,Exec-managerial,Male,>50K
24660,,,,19.0,HS-grad,Other-service,Male,<=50K
24661,,,,20.0,HS-grad,Other-service,Male,<=50K
24662,,,,47.0,Masters,Exec-managerial,Male,>50K
24663,,,,57.0,HS-grad,Adm-clerical,Female,<=50K
24664,,,,19.0,HS-grad,Machine-op-inspct,Male,<=50K
24665,,,,37.0,Masters,Prof-specialty,Female,>50K
24666,,,,35.0,HS-grad,Sales,Male,>50K
24667,,,,17.0,12th,Sales,Female,<=50K
24668,,,,36.0,Some-college,Adm-clerical,Female,<=50K
24669,,,,50.0,Some-college,Transport-moving,Male,>50K
24670,,,,35.0,HS-grad,Prof-specialty,Female,<=50K
24671,,,,27.0,Doctorate,Prof-specialty,Male,<=50K
24672,,,,28.0,HS-grad,Craft-repair,Male,<=50K
24673,,,,29.0,Prof-school,Prof-specialty,Male,>50K
24674,,,,25.0,HS-grad,Craft-repair,Male,<=50K
24675,,,,47.0,Assoc-acdm,Exec-managerial,Female,<=50K
24676,,,,29.0,Masters,Prof-specialty,Female,>50K
24677,,,,19.0,HS-grad,Adm-clerical,Female,<=50K
24678,,,,49.0,Some-college,Transport-moving,Male,<=50K
24679,,,,31.0,Prof-school,Prof-specialty,Male,>50K
24680,,,,43.0,Assoc-acdm,Prof-specialty,Female,<=50K
24681,,,,56.0,11th,Craft-repair,Male,<=50K
24682,,,,42.0,HS-grad,Craft-repair,Female,<=50K
24683,,,,45.0,Some-college,Prof-specialty,Male,>50K
24684,,,,40.0,Bachelors,Exec-managerial,Female,<=50K
24685,,,,44.0,Some-college,Adm-clerical,Female,<=50K
24687,,,,36.0,HS-grad,Adm-clerical,Female,<=50K
24688,,,,19.0,Some-college,Sales,Female,<=50K
24689,,,,53.0,HS-grad,Adm-clerical,Female,>50K
24690,,,,72.0,Some-college,Craft-repair,Male,<=50K
24691,,,,46.0,Assoc-voc,Transport-moving,Male,<=50K
24692,,,,33.0,Some-college,Prof-specialty,Female,<=50K
24693,,,,22.0,9th,Handlers-cleaners,Male,<=50K
24695,,,,41.0,HS-grad,Tech-support,Male,>50K
24696,,,,46.0,9th,Machine-op-inspct,Male,<=50K
24697,,,,33.0,HS-grad,Sales,Female,<=50K
24698,,,,32.0,Preschool,Machine-op-inspct,Male,<=50K
24699,,,,52.0,HS-grad,Craft-repair,Male,<=50K
24700,,,,27.0,HS-grad,Adm-clerical,Female,<=50K
24701,,,,48.0,HS-grad,Protective-serv,Male,>50K
24702,,,,22.0,Some-college,Adm-clerical,Female,<=50K
24703,,,,25.0,HS-grad,Other-service,Male,<=50K
24705,,,,38.0,Assoc-voc,Sales,Male,<=50K
24706,,,,37.0,HS-grad,Transport-moving,Male,<=50K
24707,,,,49.0,Some-college,Adm-clerical,Female,<=50K
24708,,,,40.0,Bachelors,Craft-repair,Male,<=50K
24709,,,,48.0,HS-grad,Machine-op-inspct,Male,>50K
24710,,,,31.0,Some-college,Adm-clerical,Female,<=50K
24711,,,,40.0,HS-grad,Other-service,Male,<=50K
24712,,,,25.0,HS-grad,Sales,Female,<=50K
24713,,,,68.0,Bachelors,Exec-managerial,Male,>50K
24715,,,,19.0,12th,Farming-fishing,Female,<=50K
24716,,,,35.0,HS-grad,Transport-moving,Male,<=50K
24717,,,,28.0,HS-grad,Adm-clerical,Female,<=50K
24718,,,,53.0,HS-grad,Sales,Female,<=50K
24719,,,,33.0,Some-college,Transport-moving,Male,<=50K
24720,,,,20.0,HS-grad,Handlers-cleaners,Male,<=50K
24721,,,,45.0,Bachelors,Sales,Female,<=50K
24722,,,,36.0,Bachelors,Exec-managerial,Male,>50K
24723,,,,34.0,Some-college,Exec-managerial,Male,<=50K
24724,,,,32.0,Some-college,Adm-clerical,Female,<=50K
24725,,,,19.0,Some-college,Transport-moving,Male,<=50K
24726,,,,24.0,HS-grad,Adm-clerical,Female,<=50K
24727,,,,34.0,Some-college,Machine-op-inspct,Male,>50K
24728,,,,32.0,HS-grad,Adm-clerical,Female,<=50K
24729,,,,37.0,HS-grad,Craft-repair,Male,>50K
24730,,,,31.0,Some-college,Sales,Female,<=50K
24731,,,,21.0,Some-college,Other-service,Female,<=50K
24732,,,,47.0,HS-grad,Transport-moving,Male,>50K
24733,,,,23.0,Some-college,Craft-repair,Male,<=50K
24734,,,,33.0,Masters,Exec-managerial,Male,>50K
24736,,,,17.0,HS-grad,Adm-clerical,Male,<=50K
24737,,,,67.0,HS-grad,Handlers-cleaners,Male,<=50K
24738,,,,57.0,Masters,Prof-specialty,Male,>50K
24739,,,,17.0,11th,Handlers-cleaners,Male,<=50K
24740,,,,53.0,HS-grad,Craft-repair,Male,<=50K
24741,,,,25.0,Some-college,Craft-repair,Male,>50K
24742,,,,24.0,HS-grad,Transport-moving,Male,>50K
24743,,,,48.0,Some-college,Transport-moving,Male,<=50K
24744,,,,51.0,Masters,Exec-managerial,Male,>50K
24745,,,,38.0,HS-grad,Protective-serv,Male,<=50K
24746,,,,51.0,HS-grad,Prof-specialty,Male,>50K
24747,,,,18.0,HS-grad,Tech-support,Female,<=50K
24748,,,,23.0,Some-college,Sales,Female,<=50K
24749,,,,42.0,Some-college,Craft-repair,Male,>50K
24750,,,,34.0,HS-grad,Other-service,Female,<=50K
24751,,,,39.0,HS-grad,Machine-op-inspct,Male,<=50K
24753,,,,39.0,Some-college,Other-service,Female,<=50K
24754,,,,21.0,Some-college,Farming-fishing,Male,<=50K
24755,,,,26.0,7th-8th,Craft-repair,Male,<=50K
24756,,,,54.0,Some-college,Craft-repair,Male,<=50K
24757,,,,34.0,Some-college,Sales,Female,<=50K
24758,,,,32.0,HS-grad,Transport-moving,Male,<=50K
24759,,,,59.0,7th-8th,Transport-moving,Male,<=50K
24761,,,,54.0,Bachelors,Sales,Female,<=50K
24762,,,,54.0,Bachelors,Exec-managerial,Male,<=50K
24763,,,,67.0,HS-grad,Sales,Female,<=50K
24764,,,,33.0,HS-grad,Prof-specialty,Male,<=50K
24765,,,,37.0,HS-grad,Adm-clerical,Female,<=50K
24766,,,,47.0,Bachelors,Other-service,Female,<=50K
24767,,,,51.0,HS-grad,Other-service,Female,<=50K
24768,,,,45.0,HS-grad,Transport-moving,Male,<=50K
24769,,,,19.0,HS-grad,Other-service,Female,<=50K
24770,,,,58.0,Doctorate,Prof-specialty,Male,>50K
24771,,,,27.0,HS-grad,Craft-repair,Male,<=50K
24772,,,,36.0,Some-college,Other-service,Female,<=50K
24774,,,,51.0,HS-grad,Adm-clerical,Female,<=50K
24775,,,,45.0,Masters,Prof-specialty,Female,<=50K
24776,,,,32.0,HS-grad,Adm-clerical,Male,<=50K
24777,,,,59.0,HS-grad,Other-service,Female,<=50K
24778,,,,45.0,Bachelors,Prof-specialty,Male,>50K
24780,,,,54.0,10th,Prof-specialty,Male,>50K
24782,,,,29.0,Bachelors,Prof-specialty,Female,<=50K
24783,,,,28.0,11th,Other-service,Female,<=50K
24784,,,,18.0,11th,Sales,Female,<=50K
24785,,,,49.0,Bachelors,Prof-specialty,Female,<=50K
24786,,,,46.0,HS-grad,Craft-repair,Male,<=50K
24788,,,,56.0,Bachelors,Prof-specialty,Female,<=50K
24789,,,,41.0,Assoc-acdm,Exec-managerial,Female,<=50K
24790,,,,50.0,Prof-school,Prof-specialty,Male,>50K
24791,,,,74.0,Some-college,Prof-specialty,Male,<=50K
24792,,,,30.0,HS-grad,Exec-managerial,Male,<=50K
24793,,,,62.0,HS-grad,Craft-repair,Female,<=50K
24794,,,,19.0,HS-grad,Machine-op-inspct,Female,<=50K
24795,,,,29.0,HS-grad,Adm-clerical,Female,<=50K
24797,,,,36.0,7th-8th,Farming-fishing,Male,<=50K
24798,,,,36.0,HS-grad,Other-service,Male,<=50K
24799,,,,51.0,Assoc-acdm,Adm-clerical,Female,<=50K
24800,,,,37.0,Some-college,Exec-managerial,Male,>50K
24801,,,,29.0,HS-grad,Craft-repair,Male,<=50K
24802,,,,17.0,10th,Handlers-cleaners,Male,<=50K
24803,,,,18.0,HS-grad,Adm-clerical,Female,<=50K
24804,,,,40.0,Bachelors,Prof-specialty,Male,<=50K
24805,,,,26.0,Bachelors,Adm-clerical,Female,<=50K
24806,,,,42.0,Some-college,Craft-repair,Male,<=50K
24807,,,,32.0,HS-grad,Craft-repair,Male,<=50K
24808,,,,33.0,9th,Transport-moving,Male,<=50K
24810,,,,43.0,Bachelors,Machine-op-inspct,Male,>50K
24811,,,,47.0,HS-grad,Craft-repair,Male,<=50K
